Patient,Position,Method,Decoding TW,Accuracy
S26,p3,MFA,0.8S,0.4899328859060403
S26,p3,MFA,0.8S,0.5100671140939598
S26,p3,MFA,0.8S,0.5234899328859061
S26,p3,MFA,0.8S,0.5570469798657718
S26,p3,MFA,0.8S,0.5369127516778524
S26,p3,MFA,0.8S,0.5637583892617449
S26,p3,MFA,0.8S,0.5302013422818792
S26,p3,MFA,0.8S,0.5570469798657718
S26,p3,MFA,0.8S,0.5302013422818792
S26,p3,MFA,0.8S,0.5234899328859061
S26,p3,MFA,0.6S,0.4966442953020134
S26,p3,MFA,0.6S,0.5234899328859061
S26,p3,MFA,0.6S,0.4563758389261745
S26,p3,MFA,0.6S,0.4966442953020134
S26,p3,MFA,0.6S,0.48322147651006714
S26,p3,MFA,0.6S,0.5167785234899329
S26,p3,MFA,0.6S,0.5100671140939598
S26,p3,MFA,0.6S,0.4966442953020134
S26,p3,MFA,0.6S,0.5503355704697986
S26,p3,MFA,0.6S,0.5234899328859061
S26,p3,MFA,0.4S,0.4161073825503356
S26,p3,MFA,0.4S,0.44966442953020136
S26,p3,MFA,0.4S,0.44966442953020136
S26,p3,MFA,0.4S,0.4563758389261745
S26,p3,MFA,0.4S,0.436241610738255
S26,p3,MFA,0.4S,0.436241610738255
S26,p3,MFA,0.4S,0.42953020134228187
S26,p3,MFA,0.4S,0.46308724832214765
S26,p3,MFA,0.4S,0.42953020134228187
S26,p3,MFA,0.4S,0.47651006711409394
S26,p3,MFA,0.2S,0.33557046979865773
S26,p3,MFA,0.2S,0.37583892617449666
S26,p3,MFA,0.2S,0.31543624161073824
S26,p3,MFA,0.2S,0.3624161073825503
S26,p3,MFA,0.2S,0.35570469798657717
S26,p3,MFA,0.2S,0.37583892617449666
S26,p3,MFA,0.2S,0.3624161073825503
S26,p3,MFA,0.2S,0.3087248322147651
S26,p3,MFA,0.2S,0.31543624161073824
S26,p3,MFA,0.2S,0.37583892617449666
S33,p1,Kumar,1S,0.4782608695652174
S33,p1,Kumar,1S,0.391304347826087
S33,p1,Kumar,1S,0.4782608695652174
S33,p1,Kumar,1S,0.41304347826086957
S33,p1,Kumar,1S,0.41304347826086957
S33,p1,Kumar,1S,0.5
S33,p1,Kumar,1S,0.43478260869565216
S33,p1,Kumar,1S,0.4782608695652174
S33,p1,Kumar,1S,0.34782608695652173
S33,p1,Kumar,1S,0.3695652173913043
S33,p1,Kumar,0.8S,0.5652173913043478
S33,p1,Kumar,0.8S,0.6304347826086957
S33,p1,Kumar,0.8S,0.5217391304347826
S33,p1,Kumar,0.8S,0.4782608695652174
S33,p1,Kumar,0.8S,0.5217391304347826
S33,p1,Kumar,0.8S,0.5434782608695652
S33,p1,Kumar,0.8S,0.6086956521739131
S33,p1,Kumar,0.8S,0.5434782608695652
S33,p1,Kumar,0.8S,0.6086956521739131
S33,p1,Kumar,0.8S,0.5
S33,p1,Kumar,0.6S,0.45652173913043476
S33,p1,Kumar,0.6S,0.5652173913043478
S33,p1,Kumar,0.6S,0.5434782608695652
S33,p1,Kumar,0.6S,0.5434782608695652
S33,p1,Kumar,0.6S,0.5652173913043478
S33,p1,Kumar,0.6S,0.6304347826086957
S33,p1,Kumar,0.6S,0.5434782608695652
S33,p1,Kumar,0.6S,0.5652173913043478
S33,p1,Kumar,0.6S,0.5652173913043478
S33,p1,Kumar,0.6S,0.45652173913043476
S33,p1,Kumar,0.4S,0.5652173913043478
S33,p1,Kumar,0.4S,0.5652173913043478
S33,p1,Kumar,0.4S,0.5869565217391305
S33,p1,Kumar,0.4S,0.6086956521739131
S33,p1,Kumar,0.4S,0.5869565217391305
S33,p1,Kumar,0.4S,0.5434782608695652
S33,p1,Kumar,0.4S,0.5434782608695652
S33,p1,Kumar,0.4S,0.5217391304347826
S33,p1,Kumar,0.4S,0.5434782608695652
S33,p1,Kumar,0.4S,0.5434782608695652
S33,p1,Kumar,0.2S,0.5434782608695652
S33,p1,Kumar,0.2S,0.5
S33,p1,Kumar,0.2S,0.5217391304347826
S33,p1,Kumar,0.2S,0.5217391304347826
S33,p1,Kumar,0.2S,0.5217391304347826
S33,p1,Kumar,0.2S,0.5869565217391305
S33,p1,Kumar,0.2S,0.5434782608695652
S33,p1,Kumar,0.2S,0.5434782608695652
S33,p1,Kumar,0.2S,0.5434782608695652
S33,p1,Kumar,0.2S,0.5217391304347826
S33,p1,MFA,1S,0.45652173913043476
S33,p1,MFA,1S,0.5217391304347826
S33,p1,MFA,1S,0.43478260869565216
S33,p1,MFA,1S,0.41304347826086957
S33,p1,MFA,1S,0.45652173913043476
S33,p1,MFA,1S,0.3695652173913043
S33,p1,MFA,1S,0.41304347826086957
S33,p1,MFA,1S,0.45652173913043476
S33,p1,MFA,1S,0.45652173913043476
S33,p1,MFA,1S,0.43478260869565216
S33,p1,MFA,0.8S,0.5217391304347826
S33,p1,MFA,0.8S,0.45652173913043476
S33,p1,MFA,0.8S,0.5
S33,p1,MFA,0.8S,0.4782608695652174
S33,p1,MFA,0.8S,0.6086956521739131
S33,p1,MFA,0.8S,0.41304347826086957
S33,p1,MFA,0.8S,0.5217391304347826
S33,p1,MFA,0.8S,0.5217391304347826
S33,p1,MFA,0.8S,0.5
S33,p1,MFA,0.8S,0.43478260869565216
S33,p1,MFA,0.6S,0.5434782608695652
S33,p1,MFA,0.6S,0.5869565217391305
S33,p1,MFA,0.6S,0.5217391304347826
S33,p1,MFA,0.6S,0.5869565217391305
S33,p1,MFA,0.6S,0.5652173913043478
S33,p1,MFA,0.6S,0.5
S33,p1,MFA,0.6S,0.43478260869565216
S33,p1,MFA,0.6S,0.5217391304347826
S33,p1,MFA,0.6S,0.5434782608695652
S33,p1,MFA,0.6S,0.5
S33,p1,MFA,0.4S,0.5217391304347826
S33,p1,MFA,0.4S,0.4782608695652174
S33,p1,MFA,0.4S,0.5652173913043478
S33,p1,MFA,0.4S,0.5869565217391305
S33,p1,MFA,0.4S,0.5652173913043478
S33,p1,MFA,0.4S,0.5217391304347826
S33,p1,MFA,0.4S,0.5434782608695652
S33,p1,MFA,0.4S,0.5
S33,p1,MFA,0.4S,0.5434782608695652
S33,p1,MFA,0.4S,0.5434782608695652
S33,p1,MFA,0.2S,0.4782608695652174
S33,p1,MFA,0.2S,0.5
S33,p1,MFA,0.2S,0.5434782608695652
S33,p1,MFA,0.2S,0.5434782608695652
S33,p1,MFA,0.2S,0.5434782608695652
S33,p1,MFA,0.2S,0.5434782608695652
S33,p1,MFA,0.2S,0.5
S33,p1,MFA,0.2S,0.5217391304347826
S33,p1,MFA,0.2S,0.5652173913043478
S33,p1,MFA,0.2S,0.5434782608695652
S33,p2,Kumar,1S,0.2608695652173913
S33,p2,Kumar,1S,0.21739130434782608
S33,p2,Kumar,1S,0.2391304347826087
S33,p2,Kumar,1S,0.2608695652173913
S33,p2,Kumar,1S,0.21739130434782608
S33,p2,Kumar,1S,0.2826086956521739
S33,p2,Kumar,1S,0.2391304347826087
S33,p2,Kumar,1S,0.2608695652173913
S33,p2,Kumar,1S,0.2826086956521739
S33,p2,Kumar,1S,0.32608695652173914
S33,p2,Kumar,0.8S,0.21739130434782608
S33,p2,Kumar,0.8S,0.2391304347826087
S33,p2,Kumar,0.8S,0.21739130434782608
S33,p2,Kumar,0.8S,0.21739130434782608
S33,p2,Kumar,0.8S,0.391304347826087
S33,p2,Kumar,0.8S,0.32608695652173914
S33,p2,Kumar,0.8S,0.2826086956521739
S33,p2,Kumar,0.8S,0.32608695652173914
S33,p2,Kumar,0.8S,0.3695652173913043
S33,p2,Kumar,0.8S,0.2826086956521739
S33,p2,Kumar,0.6S,0.391304347826087
S33,p2,Kumar,0.6S,0.34782608695652173
S33,p2,Kumar,0.6S,0.3695652173913043
S33,p2,Kumar,0.6S,0.30434782608695654
S33,p2,Kumar,0.6S,0.391304347826087
S33,p2,Kumar,0.6S,0.30434782608695654
S33,p2,Kumar,0.6S,0.391304347826087
S33,p2,Kumar,0.6S,0.34782608695652173
S33,p2,Kumar,0.6S,0.32608695652173914
S33,p2,Kumar,0.6S,0.391304347826087
S33,p2,Kumar,0.4S,0.2608695652173913
S33,p2,Kumar,0.4S,0.32608695652173914
S33,p2,Kumar,0.4S,0.2391304347826087
S33,p2,Kumar,0.4S,0.2826086956521739
S33,p2,Kumar,0.4S,0.2608695652173913
S33,p2,Kumar,0.4S,0.2608695652173913
S33,p2,Kumar,0.4S,0.2608695652173913
S33,p2,Kumar,0.4S,0.2826086956521739
S33,p2,Kumar,0.4S,0.2608695652173913
S33,p2,Kumar,0.4S,0.2391304347826087
S33,p2,Kumar,0.2S,0.2608695652173913
S33,p2,Kumar,0.2S,0.32608695652173914
S33,p2,Kumar,0.2S,0.2391304347826087
S33,p2,Kumar,0.2S,0.2391304347826087
S33,p2,Kumar,0.2S,0.2608695652173913
S33,p2,Kumar,0.2S,0.21739130434782608
S33,p2,Kumar,0.2S,0.2391304347826087
S33,p2,Kumar,0.2S,0.17391304347826086
S33,p2,Kumar,0.2S,0.2391304347826087
S33,p2,Kumar,0.2S,0.1956521739130435
S33,p2,MFA,1S,0.391304347826087
S33,p2,MFA,1S,0.34782608695652173
S33,p2,MFA,1S,0.34782608695652173
S33,p2,MFA,1S,0.2608695652173913
S33,p2,MFA,1S,0.391304347826087
S33,p2,MFA,1S,0.34782608695652173
S33,p2,MFA,1S,0.30434782608695654
S33,p2,MFA,1S,0.3695652173913043
S33,p2,MFA,1S,0.30434782608695654
S33,p2,MFA,1S,0.2608695652173913
S33,p2,MFA,0.8S,0.391304347826087
S33,p2,MFA,0.8S,0.30434782608695654
S33,p2,MFA,0.8S,0.391304347826087
S33,p2,MFA,0.8S,0.32608695652173914
S33,p2,MFA,0.8S,0.34782608695652173
S33,p2,MFA,0.8S,0.3695652173913043
S33,p2,MFA,0.8S,0.32608695652173914
S33,p2,MFA,0.8S,0.391304347826087
S33,p2,MFA,0.8S,0.21739130434782608
S33,p2,MFA,0.8S,0.3695652173913043
S33,p2,MFA,0.6S,0.2826086956521739
S33,p2,MFA,0.6S,0.34782608695652173
S33,p2,MFA,0.6S,0.32608695652173914
S33,p2,MFA,0.6S,0.3695652173913043
S33,p2,MFA,0.6S,0.30434782608695654
S33,p2,MFA,0.6S,0.41304347826086957
S33,p2,MFA,0.6S,0.32608695652173914
S33,p2,MFA,0.6S,0.391304347826087
S33,p2,MFA,0.6S,0.30434782608695654
S33,p2,MFA,0.6S,0.391304347826087
S33,p2,MFA,0.4S,0.3695652173913043
S33,p2,MFA,0.4S,0.30434782608695654
S33,p2,MFA,0.4S,0.2391304347826087
S33,p2,MFA,0.4S,0.2826086956521739
S33,p2,MFA,0.4S,0.2826086956521739
S33,p2,MFA,0.4S,0.2826086956521739
S33,p2,MFA,0.4S,0.2608695652173913
S33,p2,MFA,0.4S,0.32608695652173914
S33,p2,MFA,0.4S,0.32608695652173914
S33,p2,MFA,0.4S,0.32608695652173914
S33,p2,MFA,0.2S,0.2391304347826087
S33,p2,MFA,0.2S,0.2608695652173913
S33,p2,MFA,0.2S,0.2826086956521739
S33,p2,MFA,0.2S,0.30434782608695654
S33,p2,MFA,0.2S,0.3695652173913043
S33,p2,MFA,0.2S,0.32608695652173914
S33,p2,MFA,0.2S,0.32608695652173914
S33,p2,MFA,0.2S,0.2608695652173913
S33,p2,MFA,0.2S,0.30434782608695654
S33,p2,MFA,0.2S,0.3695652173913043
S33,p3,Kumar,1S,0.2826086956521739
S33,p3,Kumar,1S,0.3695652173913043
S33,p3,Kumar,1S,0.2608695652173913
S33,p3,Kumar,1S,0.32608695652173914
S33,p3,Kumar,1S,0.2826086956521739
S33,p3,Kumar,1S,0.34782608695652173
S33,p3,Kumar,1S,0.21739130434782608
S33,p3,Kumar,1S,0.34782608695652173
S33,p3,Kumar,1S,0.34782608695652173
S33,p3,Kumar,1S,0.2391304347826087
S33,p3,Kumar,0.8S,0.34782608695652173
S33,p3,Kumar,0.8S,0.30434782608695654
S33,p3,Kumar,0.8S,0.2826086956521739
S33,p3,Kumar,0.8S,0.32608695652173914
S33,p3,Kumar,0.8S,0.2391304347826087
S33,p3,Kumar,0.8S,0.3695652173913043
S33,p3,Kumar,0.8S,0.391304347826087
S33,p3,Kumar,0.8S,0.32608695652173914
S33,p3,Kumar,0.8S,0.2391304347826087
S33,p3,Kumar,0.8S,0.30434782608695654
S33,p3,Kumar,0.6S,0.2608695652173913
S33,p3,Kumar,0.6S,0.34782608695652173
S33,p3,Kumar,0.6S,0.2826086956521739
S33,p3,Kumar,0.6S,0.34782608695652173
S33,p3,Kumar,0.6S,0.34782608695652173
S33,p3,Kumar,0.6S,0.30434782608695654
S33,p3,Kumar,0.6S,0.391304347826087
S33,p3,Kumar,0.6S,0.34782608695652173
S33,p3,Kumar,0.6S,0.30434782608695654
S33,p3,Kumar,0.6S,0.2826086956521739
S33,p3,Kumar,0.4S,0.21739130434782608
S33,p3,Kumar,0.4S,0.21739130434782608
S33,p3,Kumar,0.4S,0.2826086956521739
S33,p3,Kumar,0.4S,0.2608695652173913
S33,p3,Kumar,0.4S,0.2826086956521739
S33,p3,Kumar,0.4S,0.2608695652173913
S33,p3,Kumar,0.4S,0.30434782608695654
S33,p3,Kumar,0.4S,0.2391304347826087
S33,p3,Kumar,0.4S,0.21739130434782608
S33,p3,Kumar,0.4S,0.17391304347826086
S33,p3,Kumar,0.2S,0.1956521739130435
S33,p3,Kumar,0.2S,0.17391304347826086
S33,p3,Kumar,0.2S,0.21739130434782608
S33,p3,Kumar,0.2S,0.2826086956521739
S33,p3,Kumar,0.2S,0.21739130434782608
S33,p3,Kumar,0.2S,0.2826086956521739
S33,p3,Kumar,0.2S,0.1956521739130435
S33,p3,Kumar,0.2S,0.2608695652173913
S33,p3,Kumar,0.2S,0.17391304347826086
S33,p3,Kumar,0.2S,0.13043478260869565
S33,p3,MFA,1S,0.2826086956521739
S33,p3,MFA,1S,0.32608695652173914
S33,p3,MFA,1S,0.1956521739130435
S33,p3,MFA,1S,0.2608695652173913
S33,p3,MFA,1S,0.34782608695652173
S33,p3,MFA,1S,0.21739130434782608
S33,p3,MFA,1S,0.2391304347826087
S33,p3,MFA,1S,0.2608695652173913
S33,p3,MFA,1S,0.32608695652173914
S33,p3,MFA,1S,0.21739130434782608
S33,p3,MFA,0.8S,0.2826086956521739
S33,p3,MFA,0.8S,0.30434782608695654
S33,p3,MFA,0.8S,0.34782608695652173
S33,p3,MFA,0.8S,0.2608695652173913
S33,p3,MFA,0.8S,0.30434782608695654
S33,p3,MFA,0.8S,0.34782608695652173
S33,p3,MFA,0.8S,0.3695652173913043
S33,p3,MFA,0.8S,0.30434782608695654
S33,p3,MFA,0.8S,0.1956521739130435
S33,p3,MFA,0.8S,0.32608695652173914
S33,p3,MFA,0.6S,0.21739130434782608
S33,p3,MFA,0.6S,0.2608695652173913
S33,p3,MFA,0.6S,0.2608695652173913
S33,p3,MFA,0.6S,0.17391304347826086
S33,p3,MFA,0.6S,0.30434782608695654
S33,p3,MFA,0.6S,0.32608695652173914
S33,p3,MFA,0.6S,0.32608695652173914
S33,p3,MFA,0.6S,0.21739130434782608
S33,p3,MFA,0.6S,0.30434782608695654
S33,p3,MFA,0.6S,0.2391304347826087
S33,p3,MFA,0.4S,0.30434782608695654
S33,p3,MFA,0.4S,0.30434782608695654
S33,p3,MFA,0.4S,0.2826086956521739
S33,p3,MFA,0.4S,0.2826086956521739
S33,p3,MFA,0.4S,0.30434782608695654
S33,p3,MFA,0.4S,0.2608695652173913
S33,p3,MFA,0.4S,0.2608695652173913
S33,p3,MFA,0.4S,0.2826086956521739
S33,p3,MFA,0.4S,0.32608695652173914
S33,p3,MFA,0.4S,0.32608695652173914
S33,p3,MFA,0.2S,0.2391304347826087
S33,p3,MFA,0.2S,0.2391304347826087
S33,p3,MFA,0.2S,0.2391304347826087
S33,p3,MFA,0.2S,0.34782608695652173
S33,p3,MFA,0.2S,0.13043478260869565
S33,p3,MFA,0.2S,0.1956521739130435
S33,p3,MFA,0.2S,0.3695652173913043
S33,p3,MFA,0.2S,0.21739130434782608
S33,p3,MFA,0.2S,0.13043478260869565
S33,p3,MFA,0.2S,0.2391304347826087
