Patient,Method,Score_Type,Iteration,Value
S22,Kumar,Silhoutte_Score_PhonType,33,0.06199405
S22,Kumar,Silhoutte_Score_PhonType,34,0.08490266
S22,Kumar,Silhoutte_Score_PhonType,35,0.06558479
S22,Kumar,Silhoutte_Score_PhonType,36,0.111766264
S22,Kumar,Silhoutte_Score_PhonType,37,0.11689608
S22,Kumar,Silhoutte_Score_PhonType,38,0.10374101
S22,Kumar,Silhoutte_Score_PhonType,39,0.08552072
S22,Kumar,Silhoutte_Score_PhonType,40,0.11007724
S22,Kumar,Silhoutte_Score_PhonType,41,0.086137615
S22,Kumar,Silhoutte_Score_PhonType,42,0.082864285
S22,Kumar,Silhoutte_Score_PhonType,43,0.061866406
S22,Kumar,Silhoutte_Score_PhonType,44,0.05086617
S22,Kumar,Silhoutte_Score_PhonType,45,0.081005305
S22,Kumar,Silhoutte_Score_PhonType,46,0.11622761
S22,Kumar,Silhoutte_Score_PhonType,47,0.113505125
S22,Kumar,Silhoutte_Score_PhonType,48,0.06607033
S22,Kumar,Silhoutte_Score_PhonType,49,0.09200641
S22,Kumar,Silhoutte_Score_PhonType,50,0.065804854
S22,MFA,Silhouette_Score_PhonChance,1,0.044713147
S22,MFA,Silhouette_Score_PhonChance,2,0.029131468
S22,MFA,Silhouette_Score_PhonChance,3,0.077005096
S22,MFA,Silhouette_Score_PhonChance,4,0.034123845
S22,MFA,Silhouette_Score_PhonChance,5,0.0614986
S22,MFA,Silhouette_Score_PhonChance,6,0.06758502
S22,MFA,Silhouette_Score_PhonChance,7,0.03565285
S22,MFA,Silhouette_Score_PhonChance,8,0.067933336
S22,MFA,Silhouette_Score_PhonChance,9,0.044016868
S22,MFA,Silhouette_Score_PhonChance,10,0.038418353
S22,MFA,Silhouette_Score_PhonChance,11,0.073482215
S22,MFA,Silhouette_Score_PhonChance,12,0.17350788
S22,MFA,Silhouette_Score_PhonChance,13,0.034828614
S22,MFA,Silhouette_Score_PhonChance,14,0.15127158
S22,MFA,Silhouette_Score_PhonChance,15,0.07503207
S22,MFA,Silhouette_Score_PhonChance,16,0.038058538
S22,MFA,Silhouette_Score_PhonChance,17,0.102319576
S22,MFA,Silhouette_Score_PhonChance,18,0.036981124
S22,MFA,Silhouette_Score_PhonChance,19,0.023883717
S22,MFA,Silhouette_Score_PhonChance,20,0.06379862
S22,MFA,Silhouette_Score_PhonChance,21,0.05762486
S22,MFA,Silhouette_Score_PhonChance,22,0.11235789
S22,MFA,Silhouette_Score_PhonChance,23,0.051366307
S22,MFA,Silhouette_Score_PhonChance,24,0.093509495
S22,MFA,Silhouette_Score_PhonChance,25,0.05365588
S22,MFA,Silhouette_Score_PhonChance,26,0.13506137
S22,MFA,Silhouette_Score_PhonChance,27,0.06374117
S22,MFA,Silhouette_Score_PhonChance,28,0.03089812
S22,MFA,Silhouette_Score_PhonChance,29,0.10552111
S22,MFA,Silhouette_Score_PhonChance,30,0.04014456
S22,MFA,Silhouette_Score_PhonChance,31,0.052848835
S22,MFA,Silhouette_Score_PhonChance,32,0.04020081
S22,MFA,Silhouette_Score_PhonChance,33,0.05568731
S22,MFA,Silhouette_Score_PhonChance,34,0.07146513
S22,MFA,Silhouette_Score_PhonChance,35,0.08502354
S22,MFA,Silhouette_Score_PhonChance,36,0.061774857
S22,MFA,Silhouette_Score_PhonChance,37,0.1001612
S22,MFA,Silhouette_Score_PhonChance,38,0.039210234
S22,MFA,Silhouette_Score_PhonChance,39,0.03333008
S22,MFA,Silhouette_Score_PhonChance,40,0.047463343
S22,MFA,Silhouette_Score_PhonChance,41,0.055870153
S22,MFA,Silhouette_Score_PhonChance,42,0.14530137
S22,MFA,Silhouette_Score_PhonChance,43,0.07040813
S22,MFA,Silhouette_Score_PhonChance,44,0.11595641
S22,MFA,Silhouette_Score_PhonChance,45,0.0892303
S22,MFA,Silhouette_Score_PhonChance,46,0.04500184
S22,MFA,Silhouette_Score_PhonChance,47,0.07993833
S22,MFA,Silhouette_Score_PhonChance,48,0.028070565
S22,MFA,Silhouette_Score_PhonChance,49,0.035851985
S22,MFA,Silhouette_Score_PhonChance,50,0.093831345
S22,MFA,Silhoutte_Score_Phon,1,0.07996341
S22,MFA,Silhoutte_Score_Phon,2,0.04067328
S22,MFA,Silhoutte_Score_Phon,3,0.034324273
S22,MFA,Silhoutte_Score_Phon,4,0.06636171
S22,MFA,Silhoutte_Score_Phon,5,0.077110775
S22,MFA,Silhoutte_Score_Phon,6,0.06057473
S22,MFA,Silhoutte_Score_Phon,7,0.055765945
S22,MFA,Silhoutte_Score_Phon,8,0.06300975
S22,MFA,Silhoutte_Score_Phon,9,0.06507014
S22,MFA,Silhoutte_Score_Phon,10,0.06073575
S22,MFA,Silhoutte_Score_Phon,11,0.046881225
S22,MFA,Silhoutte_Score_Phon,12,0.06759853
S22,MFA,Silhoutte_Score_Phon,13,0.057445224
S22,MFA,Silhoutte_Score_Phon,14,0.055473197
S22,MFA,Silhoutte_Score_Phon,15,0.07581978
S22,MFA,Silhoutte_Score_Phon,16,0.07671921
S22,MFA,Silhoutte_Score_Phon,17,0.056370847
S22,MFA,Silhoutte_Score_Phon,18,0.059446078
S22,MFA,Silhoutte_Score_Phon,19,0.060851444
S22,MFA,Silhoutte_Score_Phon,20,0.051502176
S22,MFA,Silhoutte_Score_Phon,21,0.04217523
S22,MFA,Silhoutte_Score_Phon,22,0.07156057
S22,MFA,Silhoutte_Score_Phon,23,0.051576246
S22,MFA,Silhoutte_Score_Phon,24,0.06587904
S22,MFA,Silhoutte_Score_Phon,25,0.06117219
S22,MFA,Silhoutte_Score_Phon,26,0.061745256
S22,MFA,Silhoutte_Score_Phon,27,0.0681067
S22,MFA,Silhoutte_Score_Phon,28,0.03258374
S22,MFA,Silhoutte_Score_Phon,29,0.04668436
S22,MFA,Silhoutte_Score_Phon,30,0.059737433
S22,MFA,Silhoutte_Score_Phon,31,0.05482761
S22,MFA,Silhoutte_Score_Phon,32,0.090045415
S22,MFA,Silhoutte_Score_Phon,33,0.04185436
S22,MFA,Silhoutte_Score_Phon,34,0.043956213
S22,MFA,Silhoutte_Score_Phon,35,0.05145799
S22,MFA,Silhoutte_Score_Phon,36,0.053715933
S22,MFA,Silhoutte_Score_Phon,37,0.06317494
S22,MFA,Silhoutte_Score_Phon,38,0.06962513
S22,MFA,Silhoutte_Score_Phon,39,0.055023964
S22,MFA,Silhoutte_Score_Phon,40,0.057461977
S22,MFA,Silhoutte_Score_Phon,41,0.04231364
S22,MFA,Silhoutte_Score_Phon,42,0.061592508
S22,MFA,Silhoutte_Score_Phon,43,0.046385907
S22,MFA,Silhoutte_Score_Phon,44,0.058305196
S22,MFA,Silhoutte_Score_Phon,45,0.06561791
S22,MFA,Silhoutte_Score_Phon,46,0.07402077
S22,MFA,Silhoutte_Score_Phon,47,0.037087638
S22,MFA,Silhoutte_Score_Phon,48,0.051971816
S22,MFA,Silhoutte_Score_Phon,49,0.0648626
S22,MFA,Silhoutte_Score_Phon,50,0.03567309
S22,MFA,Silhoutte_Score_PhonGrp,1,0.0432522
S22,MFA,Silhoutte_Score_PhonGrp,2,0.03773148
S22,MFA,Silhoutte_Score_PhonGrp,3,0.057337023
S22,MFA,Silhoutte_Score_PhonGrp,4,0.044561964
S22,MFA,Silhoutte_Score_PhonGrp,5,0.06150305
S22,MFA,Silhoutte_Score_PhonGrp,6,0.0502252
S22,MFA,Silhoutte_Score_PhonGrp,7,0.06729175
S22,MFA,Silhoutte_Score_PhonGrp,8,0.052773286
S22,MFA,Silhoutte_Score_PhonGrp,9,0.05185714
S22,MFA,Silhoutte_Score_PhonGrp,10,0.054910265
S22,MFA,Silhoutte_Score_PhonGrp,11,0.053872198
S22,MFA,Silhoutte_Score_PhonGrp,12,0.059646517
S22,MFA,Silhoutte_Score_PhonGrp,13,0.071390316
S22,MFA,Silhoutte_Score_PhonGrp,14,0.031171585
S22,MFA,Silhoutte_Score_PhonGrp,15,0.06779141
S22,MFA,Silhoutte_Score_PhonGrp,16,0.060098946
S22,MFA,Silhoutte_Score_PhonGrp,17,0.068323456
S22,MFA,Silhoutte_Score_PhonGrp,18,0.05501142
S22,MFA,Silhoutte_Score_PhonGrp,19,0.044852596
S22,MFA,Silhoutte_Score_PhonGrp,20,0.034074165
S22,MFA,Silhoutte_Score_PhonGrp,21,0.038697906
S22,MFA,Silhoutte_Score_PhonGrp,22,0.042144563
S22,MFA,Silhoutte_Score_PhonGrp,23,0.07771309
S22,MFA,Silhoutte_Score_PhonGrp,24,0.059933897
S22,MFA,Silhoutte_Score_PhonGrp,25,0.07157699
S22,MFA,Silhoutte_Score_PhonGrp,26,0.059560202
S22,MFA,Silhoutte_Score_PhonGrp,27,0.06096997
S22,MFA,Silhoutte_Score_PhonGrp,28,0.028451111
S22,MFA,Silhoutte_Score_PhonGrp,29,0.06241552
S22,MFA,Silhoutte_Score_PhonGrp,30,0.05197845
S22,MFA,Silhoutte_Score_PhonGrp,31,0.062631145
S22,MFA,Silhoutte_Score_PhonGrp,32,0.05771415
S22,MFA,Silhoutte_Score_PhonGrp,33,0.03894384
S22,MFA,Silhoutte_Score_PhonGrp,34,0.03127673
S22,MFA,Silhoutte_Score_PhonGrp,35,0.056052994
S22,MFA,Silhoutte_Score_PhonGrp,36,0.036349423
S22,MFA,Silhoutte_Score_PhonGrp,37,0.039927304
S22,MFA,Silhoutte_Score_PhonGrp,38,0.04074019
S22,MFA,Silhoutte_Score_PhonGrp,39,0.07440428
S22,MFA,Silhoutte_Score_PhonGrp,40,0.058914185
S22,MFA,Silhoutte_Score_PhonGrp,41,0.07368704
S22,MFA,Silhoutte_Score_PhonGrp,42,0.065102674
S22,MFA,Silhoutte_Score_PhonGrp,43,0.062434472
S22,MFA,Silhoutte_Score_PhonGrp,44,0.07007157
S22,MFA,Silhoutte_Score_PhonGrp,45,0.034879345
S22,MFA,Silhoutte_Score_PhonGrp,46,0.054038223
S22,MFA,Silhoutte_Score_PhonGrp,47,0.02445573
S22,MFA,Silhoutte_Score_PhonGrp,48,0.060265884
S22,MFA,Silhoutte_Score_PhonGrp,49,0.062292684
S22,MFA,Silhoutte_Score_PhonGrp,50,0.037389796
S22,MFA,Silhoutte_Score_PhonType,1,0.065712124
S22,MFA,Silhoutte_Score_PhonType,2,0.05763226
S22,MFA,Silhoutte_Score_PhonType,3,0.10202659
S22,MFA,Silhoutte_Score_PhonType,4,0.11248267
S22,MFA,Silhoutte_Score_PhonType,5,0.1063398
S22,MFA,Silhoutte_Score_PhonType,6,0.1186929
S22,MFA,Silhoutte_Score_PhonType,7,0.0988808
S22,MFA,Silhoutte_Score_PhonType,8,0.098816
S22,MFA,Silhoutte_Score_PhonType,9,0.09188363
S22,MFA,Silhoutte_Score_PhonType,10,0.099924214
S22,MFA,Silhoutte_Score_PhonType,11,0.06800825
S22,MFA,Silhoutte_Score_PhonType,12,0.067739494
S22,MFA,Silhoutte_Score_PhonType,13,0.080370076
S22,MFA,Silhoutte_Score_PhonType,14,0.092302896
S22,MFA,Silhoutte_Score_PhonType,15,0.07006964
S22,MFA,Silhoutte_Score_PhonType,16,0.1054999
S22,MFA,Silhoutte_Score_PhonType,17,0.06475343
S22,MFA,Silhoutte_Score_PhonType,18,0.085973784
S22,MFA,Silhoutte_Score_PhonType,19,0.057923365
S22,MFA,Silhoutte_Score_PhonType,20,0.049360793
S22,MFA,Silhoutte_Score_PhonType,21,0.08776213
S22,MFA,Silhoutte_Score_PhonType,22,0.11392851
S22,MFA,Silhoutte_Score_PhonType,23,0.08854941
S22,MFA,Silhoutte_Score_PhonType,24,0.106786296
S22,MFA,Silhoutte_Score_PhonType,25,0.06697459
S22,MFA,Silhoutte_Score_PhonType,26,0.10974594
S22,MFA,Silhoutte_Score_PhonType,27,0.06330866
S22,MFA,Silhoutte_Score_PhonType,28,0.06613228
S22,MFA,Silhoutte_Score_PhonType,29,0.08504615
S22,MFA,Silhoutte_Score_PhonType,30,0.06961784
S22,MFA,Silhoutte_Score_PhonType,31,0.07037567
S22,MFA,Silhoutte_Score_PhonType,32,0.07579574
S22,MFA,Silhoutte_Score_PhonType,33,0.049861874
S22,MFA,Silhoutte_Score_PhonType,34,0.055300225
S22,MFA,Silhoutte_Score_PhonType,35,0.09505871
S22,MFA,Silhoutte_Score_PhonType,36,0.10989134
S22,MFA,Silhoutte_Score_PhonType,37,0.10609337
S22,MFA,Silhoutte_Score_PhonType,38,0.109373234
S22,MFA,Silhoutte_Score_PhonType,39,0.096390836
S22,MFA,Silhoutte_Score_PhonType,40,0.066645645
S22,MFA,Silhoutte_Score_PhonType,41,0.08854915
S22,MFA,Silhoutte_Score_PhonType,42,0.055211134
S22,MFA,Silhoutte_Score_PhonType,43,0.09473943
S22,MFA,Silhoutte_Score_PhonType,44,0.06415986
S22,MFA,Silhoutte_Score_PhonType,45,0.07886927
S22,MFA,Silhoutte_Score_PhonType,46,0.10135343
S22,MFA,Silhoutte_Score_PhonType,47,0.11892838
S22,MFA,Silhoutte_Score_PhonType,48,0.05680145
S22,MFA,Silhoutte_Score_PhonType,49,0.0763069
S22,MFA,Silhoutte_Score_PhonType,50,0.054428898
S23,Kumar,Silhouette_Score_PhonChance,1,0.09534444
S23,Kumar,Silhouette_Score_PhonChance,2,0.03231934
S23,Kumar,Silhouette_Score_PhonChance,3,0.15036331
S23,Kumar,Silhouette_Score_PhonChance,4,0.054637745
S23,Kumar,Silhouette_Score_PhonChance,5,0.10558416
S23,Kumar,Silhouette_Score_PhonChance,6,0.0739008
S23,Kumar,Silhouette_Score_PhonChance,7,0.077915646
S23,Kumar,Silhouette_Score_PhonChance,8,0.12673861
S23,Kumar,Silhouette_Score_PhonChance,9,0.013568272
S23,Kumar,Silhouette_Score_PhonChance,10,0.016428396
S23,Kumar,Silhouette_Score_PhonChance,11,0.054458015
S23,Kumar,Silhouette_Score_PhonChance,12,0.07181938
S23,Kumar,Silhouette_Score_PhonChance,13,0.061517417
S23,Kumar,Silhouette_Score_PhonChance,14,0.067972116
S23,Kumar,Silhouette_Score_PhonChance,15,0.026769113
S23,Kumar,Silhouette_Score_PhonChance,16,0.124868
S23,Kumar,Silhouette_Score_PhonChance,17,0.058386903
S23,Kumar,Silhouette_Score_PhonChance,18,0.06272801
S23,Kumar,Silhouette_Score_PhonChance,19,0.11371758
S23,Kumar,Silhouette_Score_PhonChance,20,0.042835046
S23,Kumar,Silhouette_Score_PhonChance,21,0.11591547
S23,Kumar,Silhouette_Score_PhonChance,22,0.07716607
S23,Kumar,Silhouette_Score_PhonChance,23,0.078766055
S23,Kumar,Silhouette_Score_PhonChance,24,0.1428695
S23,Kumar,Silhouette_Score_PhonChance,25,0.096332036
S23,Kumar,Silhouette_Score_PhonChance,26,0.06352389
S23,Kumar,Silhouette_Score_PhonChance,27,0.13924247
S23,Kumar,Silhouette_Score_PhonChance,28,0.028292324
S23,Kumar,Silhouette_Score_PhonChance,29,0.037101284
S23,Kumar,Silhouette_Score_PhonChance,30,0.0785481
S23,Kumar,Silhouette_Score_PhonChance,31,0.042851206
S23,Kumar,Silhouette_Score_PhonChance,32,0.082550965
S23,Kumar,Silhouette_Score_PhonChance,33,0.032803442
S23,Kumar,Silhouette_Score_PhonChance,34,0.15087694
S23,Kumar,Silhouette_Score_PhonChance,35,0.06602439
S23,Kumar,Silhouette_Score_PhonChance,36,0.07289406
S23,Kumar,Silhouette_Score_PhonChance,37,0.03686923
S23,Kumar,Silhouette_Score_PhonChance,38,0.08206861
S23,Kumar,Silhouette_Score_PhonChance,39,0.0882202
S23,Kumar,Silhouette_Score_PhonChance,40,0.13847554
S23,Kumar,Silhouette_Score_PhonChance,41,0.08010191
S23,Kumar,Silhouette_Score_PhonChance,42,0.053891186
S23,Kumar,Silhouette_Score_PhonChance,43,0.036485504
S23,Kumar,Silhouette_Score_PhonChance,44,0.03520566
S23,Kumar,Silhouette_Score_PhonChance,45,0.018021144
S23,Kumar,Silhouette_Score_PhonChance,46,0.04172084
S23,Kumar,Silhouette_Score_PhonChance,47,0.05508061
S23,Kumar,Silhouette_Score_PhonChance,48,0.17078048
S23,Kumar,Silhouette_Score_PhonChance,49,0.044762023
S23,Kumar,Silhouette_Score_PhonChance,50,0.074610345
S23,Kumar,Silhoutte_Score_Phon,1,0.09120728
S23,Kumar,Silhoutte_Score_Phon,2,0.0833761
S23,Kumar,Silhoutte_Score_Phon,3,0.09725741
S23,Kumar,Silhoutte_Score_Phon,4,0.08055885
S23,Kumar,Silhoutte_Score_Phon,5,0.07486357
S23,Kumar,Silhoutte_Score_Phon,6,0.08431747
S23,Kumar,Silhoutte_Score_Phon,7,0.10322557
S23,Kumar,Silhoutte_Score_Phon,8,0.08068854
S23,Kumar,Silhoutte_Score_Phon,9,0.091752835
S23,Kumar,Silhoutte_Score_Phon,10,0.094329044
S23,Kumar,Silhoutte_Score_Phon,11,0.104070015
S23,Kumar,Silhoutte_Score_Phon,12,0.07380404
S23,Kumar,Silhoutte_Score_Phon,13,0.110415086
S23,Kumar,Silhoutte_Score_Phon,14,0.06675812
S23,Kumar,Silhoutte_Score_Phon,15,0.08033879
S23,Kumar,Silhoutte_Score_Phon,16,0.07893425
S23,Kumar,Silhoutte_Score_Phon,17,0.10431228
S23,Kumar,Silhoutte_Score_Phon,18,0.060353994
S23,Kumar,Silhoutte_Score_Phon,19,0.09407439
S23,Kumar,Silhoutte_Score_Phon,20,0.10051723
S23,Kumar,Silhoutte_Score_Phon,21,0.105975315
S23,Kumar,Silhoutte_Score_Phon,22,0.07377292
S23,Kumar,Silhoutte_Score_Phon,23,0.060729813
S23,Kumar,Silhoutte_Score_Phon,24,0.08967114
S23,Kumar,Silhoutte_Score_Phon,25,0.06928836
S23,Kumar,Silhoutte_Score_Phon,26,0.08785766
S23,Kumar,Silhoutte_Score_Phon,27,0.0740508
S23,Kumar,Silhoutte_Score_Phon,28,0.08239042
S23,Kumar,Silhoutte_Score_Phon,29,0.068454705
S23,Kumar,Silhoutte_Score_Phon,30,0.07899232
S23,Kumar,Silhoutte_Score_Phon,31,0.08812218
S23,Kumar,Silhoutte_Score_Phon,32,0.05498336
S23,Kumar,Silhoutte_Score_Phon,33,0.10090178
S23,Kumar,Silhoutte_Score_Phon,34,0.09407654
S23,Kumar,Silhoutte_Score_Phon,35,0.104908325
S23,Kumar,Silhoutte_Score_Phon,36,0.08930267
S23,Kumar,Silhoutte_Score_Phon,37,0.0783368
S23,Kumar,Silhoutte_Score_Phon,38,0.087478645
S23,Kumar,Silhoutte_Score_Phon,39,0.10703358
S23,Kumar,Silhoutte_Score_Phon,40,0.10610643
S23,Kumar,Silhoutte_Score_Phon,41,0.07195483
S23,Kumar,Silhoutte_Score_Phon,42,0.06296215
S23,Kumar,Silhoutte_Score_Phon,43,0.06932345
S23,Kumar,Silhoutte_Score_Phon,44,0.089322746
S23,Kumar,Silhoutte_Score_Phon,45,0.06929245
S23,Kumar,Silhoutte_Score_Phon,46,0.07511989
S23,Kumar,Silhoutte_Score_Phon,47,0.08407383
S23,Kumar,Silhoutte_Score_Phon,48,0.08067087
S23,Kumar,Silhoutte_Score_Phon,49,0.06262268
S23,Kumar,Silhoutte_Score_Phon,50,0.08925889
S23,Kumar,Silhoutte_Score_PhonGrp,1,0.17750907
S23,Kumar,Silhoutte_Score_PhonGrp,2,0.19000906
S23,Kumar,Silhoutte_Score_PhonGrp,3,0.18963777
S23,Kumar,Silhoutte_Score_PhonGrp,4,0.20308654
S23,Kumar,Silhoutte_Score_PhonGrp,5,0.18435685
S23,Kumar,Silhoutte_Score_PhonGrp,6,0.176902
S23,Kumar,Silhoutte_Score_PhonGrp,7,0.19358912
S23,Kumar,Silhoutte_Score_PhonGrp,8,0.18928154
S23,Kumar,Silhoutte_Score_PhonGrp,9,0.19425593
S23,Kumar,Silhoutte_Score_PhonGrp,10,0.18090217
S23,Kumar,Silhoutte_Score_PhonGrp,11,0.19433376
S23,Kumar,Silhoutte_Score_PhonGrp,12,0.17184995
S23,Kumar,Silhoutte_Score_PhonGrp,13,0.20326297
S23,Kumar,Silhoutte_Score_PhonGrp,14,0.18407199
S23,Kumar,Silhoutte_Score_PhonGrp,15,0.19311479
S23,Kumar,Silhoutte_Score_PhonGrp,16,0.18116367
S23,Kumar,Silhoutte_Score_PhonGrp,17,0.17861803
S23,Kumar,Silhoutte_Score_PhonGrp,18,0.19538356
S23,Kumar,Silhoutte_Score_PhonGrp,19,0.18265933
S23,Kumar,Silhoutte_Score_PhonGrp,20,0.19177146
S23,Kumar,Silhoutte_Score_PhonGrp,21,0.18667942
S23,Kumar,Silhoutte_Score_PhonGrp,22,0.20486571
S23,Kumar,Silhoutte_Score_PhonGrp,23,0.16954345
S23,Kumar,Silhoutte_Score_PhonGrp,24,0.17859547
S23,Kumar,Silhoutte_Score_PhonGrp,25,0.18584621
S23,Kumar,Silhoutte_Score_PhonGrp,26,0.18668354
S23,Kumar,Silhoutte_Score_PhonGrp,27,0.19010478
S23,Kumar,Silhoutte_Score_PhonGrp,28,0.16103804
S23,Kumar,Silhoutte_Score_PhonGrp,29,0.18387963
S23,Kumar,Silhoutte_Score_PhonGrp,30,0.18922377
S23,Kumar,Silhoutte_Score_PhonGrp,31,0.18538852
S23,Kumar,Silhoutte_Score_PhonGrp,32,0.17243586
S23,Kumar,Silhoutte_Score_PhonGrp,33,0.13931008
S23,Kumar,Silhoutte_Score_PhonGrp,34,0.18389338
S23,Kumar,Silhoutte_Score_PhonGrp,35,0.1418621
S23,Kumar,Silhoutte_Score_PhonGrp,36,0.1778982
S23,Kumar,Silhoutte_Score_PhonGrp,37,0.19892405
S23,Kumar,Silhoutte_Score_PhonGrp,38,0.17146449
S23,Kumar,Silhoutte_Score_PhonGrp,39,0.17738897
S23,Kumar,Silhoutte_Score_PhonGrp,40,0.1302926
S23,Kumar,Silhoutte_Score_PhonGrp,41,0.18603839
S23,Kumar,Silhoutte_Score_PhonGrp,42,0.16198298
S23,Kumar,Silhoutte_Score_PhonGrp,43,0.19029021
S23,Kumar,Silhoutte_Score_PhonGrp,44,0.17043734
S23,Kumar,Silhoutte_Score_PhonGrp,45,0.19355664
S23,Kumar,Silhoutte_Score_PhonGrp,46,0.18203355
S23,Kumar,Silhoutte_Score_PhonGrp,47,0.17740235
S23,Kumar,Silhoutte_Score_PhonGrp,48,0.18646562
S23,Kumar,Silhoutte_Score_PhonGrp,49,0.20990093
S23,Kumar,Silhoutte_Score_PhonGrp,50,0.17553477
S23,Kumar,Silhoutte_Score_PhonType,1,0.14737403
S23,Kumar,Silhoutte_Score_PhonType,2,0.1598056
S23,Kumar,Silhoutte_Score_PhonType,3,0.17119795
S23,Kumar,Silhoutte_Score_PhonType,4,0.15921652
S23,Kumar,Silhoutte_Score_PhonType,5,0.1854452
S23,Kumar,Silhoutte_Score_PhonType,6,0.16602807
S23,Kumar,Silhoutte_Score_PhonType,7,0.17129348
S23,Kumar,Silhoutte_Score_PhonType,8,0.15420496
S23,Kumar,Silhoutte_Score_PhonType,9,0.15907834
S23,Kumar,Silhoutte_Score_PhonType,10,0.16659816
S23,Kumar,Silhoutte_Score_PhonType,11,0.14683683
S23,Kumar,Silhoutte_Score_PhonType,12,0.18095241
S23,Kumar,Silhoutte_Score_PhonType,13,0.16763578
S23,Kumar,Silhoutte_Score_PhonType,14,0.16199487
S23,Kumar,Silhoutte_Score_PhonType,15,0.14396173
S23,Kumar,Silhoutte_Score_PhonType,16,0.14970851
S23,Kumar,Silhoutte_Score_PhonType,17,0.15893723
S23,Kumar,Silhoutte_Score_PhonType,18,0.149915
S23,Kumar,Silhoutte_Score_PhonType,19,0.15626405
S23,Kumar,Silhoutte_Score_PhonType,20,0.14746408
S23,Kumar,Silhoutte_Score_PhonType,21,0.1658698
S23,Kumar,Silhoutte_Score_PhonType,22,0.1542303
S23,Kumar,Silhoutte_Score_PhonType,23,0.13851479
S23,Kumar,Silhoutte_Score_PhonType,24,0.17720358
S23,Kumar,Silhoutte_Score_PhonType,25,0.14803663
S23,Kumar,Silhoutte_Score_PhonType,26,0.16110507
S23,Kumar,Silhoutte_Score_PhonType,27,0.17248338
S23,Kumar,Silhoutte_Score_PhonType,28,0.13959773
S23,Kumar,Silhoutte_Score_PhonType,29,0.16390012
S23,Kumar,Silhoutte_Score_PhonType,30,0.16438411
S23,Kumar,Silhoutte_Score_PhonType,31,0.1570406
S23,Kumar,Silhoutte_Score_PhonType,32,0.13922207
S23,Kumar,Silhoutte_Score_PhonType,33,0.13659419
S23,Kumar,Silhoutte_Score_PhonType,34,0.17323026
S23,Kumar,Silhoutte_Score_PhonType,35,0.1499689
S23,Kumar,Silhoutte_Score_PhonType,36,0.15603733
S23,Kumar,Silhoutte_Score_PhonType,37,0.17310385
S23,Kumar,Silhoutte_Score_PhonType,38,0.14321694
S23,Kumar,Silhoutte_Score_PhonType,39,0.15909344
S23,Kumar,Silhoutte_Score_PhonType,40,0.13877554
S23,Kumar,Silhoutte_Score_PhonType,41,0.16891208
S23,Kumar,Silhoutte_Score_PhonType,42,0.11682382
S23,Kumar,Silhoutte_Score_PhonType,43,0.1734768
S23,Kumar,Silhoutte_Score_PhonType,44,0.1720763
S23,Kumar,Silhoutte_Score_PhonType,45,0.14491923
S23,Kumar,Silhoutte_Score_PhonType,46,0.15622611
S23,Kumar,Silhoutte_Score_PhonType,47,0.1500478
S23,Kumar,Silhoutte_Score_PhonType,48,0.16631395
S23,Kumar,Silhoutte_Score_PhonType,49,0.1668403
S23,Kumar,Silhoutte_Score_PhonType,50,0.16158478
S23,MFA,Silhouette_Score_PhonChance,1,0.16970252
S23,MFA,Silhouette_Score_PhonChance,2,0.081317216
S23,MFA,Silhouette_Score_PhonChance,3,0.18335928
S23,MFA,Silhouette_Score_PhonChance,4,0.12678304
S23,MFA,Silhouette_Score_PhonChance,5,0.07649206
S23,MFA,Silhouette_Score_PhonChance,6,0.14099674
S23,MFA,Silhouette_Score_PhonChance,7,0.034371994
S23,MFA,Silhouette_Score_PhonChance,8,0.019056419
S23,MFA,Silhouette_Score_PhonChance,9,0.04006888
S23,MFA,Silhouette_Score_PhonChance,10,0.10749864
S23,MFA,Silhouette_Score_PhonChance,11,0.052285023
S23,MFA,Silhouette_Score_PhonChance,12,0.06063575
S23,MFA,Silhouette_Score_PhonChance,13,0.13175376
S23,MFA,Silhouette_Score_PhonChance,14,0.07725073
S23,MFA,Silhouette_Score_PhonChance,15,0.04206173
S23,MFA,Silhouette_Score_PhonChance,16,0.072147824
S23,MFA,Silhouette_Score_PhonChance,17,0.07483203
S23,MFA,Silhouette_Score_PhonChance,18,0.06796018
S23,MFA,Silhouette_Score_PhonChance,19,0.1215082
S23,MFA,Silhouette_Score_PhonChance,20,0.06378091
S23,MFA,Silhouette_Score_PhonChance,21,0.040435966
S23,MFA,Silhouette_Score_PhonChance,22,0.041193444
S23,MFA,Silhouette_Score_PhonChance,23,0.15014392
S23,MFA,Silhouette_Score_PhonChance,24,0.024608763
S23,MFA,Silhouette_Score_PhonChance,25,0.121677324
S23,MFA,Silhouette_Score_PhonChance,26,0.11114523
S23,MFA,Silhouette_Score_PhonChance,27,0.03212216
S23,MFA,Silhouette_Score_PhonChance,28,0.08008538
S23,MFA,Silhouette_Score_PhonChance,29,0.023921108
S23,MFA,Silhouette_Score_PhonChance,30,0.008758612
S23,MFA,Silhouette_Score_PhonChance,31,0.018436125
S23,MFA,Silhouette_Score_PhonChance,32,0.033817396
S23,MFA,Silhouette_Score_PhonChance,33,0.011039496
S23,MFA,Silhouette_Score_PhonChance,34,0.117674604
S23,MFA,Silhouette_Score_PhonChance,35,0.11822461
S23,MFA,Silhouette_Score_PhonChance,36,0.054480005
S23,MFA,Silhouette_Score_PhonChance,37,0.021690996
